ain,address,useType,assessed,yearBuilt,beds,baths,bldg,lot,taxStatus,latitude,longitude
8486-009-008,"821 S ASTELL AVE, WEST COVINA CA 91790-4302",Single Family Residence,433687,1953,5,4,2774,10900,CURRENT,34.060395157,-117.91968177
8486-009-009,"820 S ASTELL AVE, WEST COVINA CA 91790-4301",Single Family Residence,494866,1953,3,2,1510,11103,CURRENT,34.0603913228,-117.919206612
8486-009-010,"816 S ASTELL AVE, WEST COVINA CA 91790-4301",Single Family Residence,854093,1953,3,2,2160,9529,CURRENT,34.0605792245,-117.919095467
8486-009-011,"808 S ASTELL AVE, WEST COVINA CA 91790-4301",Single Family Residence,668223,1952,2,2,1300,9510,CURRENT,34.0607904982,-117.919130132
8486-009-012,"1234 E CAMERON AVE, WEST COVINA CA 91790-3855",Single Family Residence,213396,1955,3,2,1874,9533,CURRENT,34.0609881213,-117.919130534
8486-009-013,"1242 E CAMERON AVE, WEST COVINA CA 91790-3855",Single Family Residence,543262,1952,4,3,2342,9332,CURRENT,34.0609844033,-117.918695978
8486-009-014,"809 S AVINGTON AVE, WEST COVINA CA 91790-4304",Single Family Residence,634509,1953,2,2,1670,9606,CURRENT,34.0607866553,-117.918696292
8486-009-015,"817 S AVINGTON AVE, WEST COVINA CA 91790-4304",Single Family Residence,275806,1957,3,2,1482,10279,CURRENT,34.0605754173,-117.918722448
8486-009-016,"821 S AVINGTON AVE, WEST COVINA CA 91790-4304",Single Family Residence,798937,1954,2,2,2050,11961,CURRENT,34.0603860999,-117.918607734
8486-010-001,"820 S AVINGTON AVE, WEST COVINA CA 91790-4303",Single Family Residence,273439,1953,2,2,1835,16010,CURRENT,34.0603827473,-117.91800571
8486-010-002,"816 S AVINGTON AVE, WEST COVINA CA 91790-4303",Single Family Residence,110093,1955,3,2,1901,13076,CURRENT,34.0605808251,-117.917927085
8486-010-003,"808 S AVINGTON AVE, WEST COVINA CA 91790-4303",Single Family Residence,78953,1953,3,2,1625,9331,CURRENT,34.060784467,-117.918078189
8486-010-004,"800 S AVINGTON AVE, WEST COVINA CA 91790-4303",Single Family Residence,416368,1953,3,2,1310,8904,CURRENT,34.0609764105,-117.918080892
8486-010-005,"1320 E CAMERON AVE, WEST COVINA CA 91790-3856",Single Family Residence,472713,1961,3,2,1721,9988,CURRENT,34.0608734038,-117.917750477
8486-010-006,"1328 E CAMERON AVE, WEST COVINA CA 91790-3856",Single Family Residence,385348,1966,4,3,2233,12470,CURRENT,34.0608634333,-117.917494879
8486-010-007,"815 S LARK ELLEN AVE, WEST COVINA CA 91791-3116",Single Family Residence,749386,1965,4,2,1798,16512,CURRENT,34.0605631779,-117.917243934
8486-010-008,"821 S LARK ELLEN AVE, WEST COVINA CA 91791-3116",Single Family Residence,917580,1966,4,3,2235,17016,CURRENT,34.0603705347,-117.917245268
8486-010-011,"809 S LARK ELLEN AVE, WEST COVINA CA 91791-3116",Single Family Residence,614070,1920,2,1,1934,13624,CURRENT,34.0607771736,-117.917099753
8486-010-012,"803 S LARK ELLEN AVE, WEST COVINA CA 91791-3116",Single Family Residence,337035,1920,2,1,2038,9329,CURRENT,34.0609803479,-117.917100974
