ain,address,useType,assessed,yearBuilt,beds,baths,bldg,lot,taxStatus,latitude,longitude
8506-020-001,"602 KING ST, MONROVIA CA 91016-3223",Single Family Residence,401703,1927,2,1,1018,7054,CURRENT,34.1417008658,-118.012036542
8506-020-002,"606 KING ST, MONROVIA CA 91016-3223",Single Family Residence,626134,1911,2,1,1465,7067,CURRENT,34.1416980313,-118.012231736
8506-020-003,"612 KING ST, MONROVIA CA 91016-3223",Single Family Residence,880000,1927,2,1,962,6532,CURRENT,34.1416954172,-118.012419714
8506-020-004,"618 KING ST, MONROVIA CA 91016-3223",Single Family Residence,275557,1919,3,2,1671,6575,CURRENT,34.1416930112,-118.01260089
8506-020-005,"622 KING ST, MONROVIA CA 91016-3223",Single Family Residence,156327,1930,2,1,1147,6575,CURRENT,34.1416904847,-118.012782653
8506-020-006,"626 KING ST, MONROVIA CA 91016-3223",Single Family Residence,119845,1911,2,1,1204,6561,CURRENT,34.1416880885,-118.012964221
8506-020-007,"630 KING ST, MONROVIA CA 91016-3223",Single Family Residence,1118000,1925,3,2,1372,6575,CURRENT,34.1416854257,-118.013145794
8506-020-008,"634 KING ST, MONROVIA CA 91016-3223",Single Family Residence,602420,1920,2,1,1108,6574,CURRENT,34.1416828898,-118.013327565
8506-020-009,"640 KING ST, MONROVIA CA 91016-3223",Single Family Residence,442351,1911,2,2,1407,6531,CURRENT,34.1416802352,-118.01350872
8506-020-010,"644 KING ST, MONROVIA CA 91016-1106",Multi-Family Residence,82059,1962,4,2,1728,6576,CURRENT,34.1416778362,-118.01368988
8506-020-011,"648 KING ST, MONROVIA CA 91016-3223",Single Family Residence,431580,1922,5,2,2160,6575,CURRENT,34.1416753132,-118.013871657
8506-020-012,"652 KING ST, MONROVIA CA 91016-3223",Single Family Residence,340576,1927,3,1,1179,6441,CURRENT,34.1416729378,-118.014051571
8506-020-013,"928 MONTEREY AVE, MONROVIA CA 91016-3264",Multi-Family Residence,330982,1932,2,1,900,6396,CURRENT,34.1413448912,-118.014044148
8506-020-014,"647 W MAPLE AVE, MONROVIA CA 91016-3226",Single Family Residence,793092,1924,2,3,1208,6562,CURRENT,34.1413472493,-118.013864641
8506-020-015,"643 W MAPLE AVE, MONROVIA CA 91016-3226",Single Family Residence,624679,1925,3,2,1432,6561,CURRENT,34.1413497929,-118.013682857
8506-020-016,"639 W MAPLE AVE, MONROVIA CA 91016-3226",Single Family Residence,631427,1923,3,1,1014,6545,CURRENT,34.141352192,-118.013501285
8506-020-017,"633 W MAPLE AVE, MONROVIA CA 91016-3226",Single Family Residence,955086,1923,4,2,1269,6561,CURRENT,34.1413548449,-118.013319721
8506-020-018,"629 W MAPLE AVE, MONROVIA CA 91016-3226",Multi-Family Residence,54440,1948,1,1,600,6561,CURRENT,34.1413573894,-118.013137945
8506-020-019,"625 W MAPLE AVE, MONROVIA CA 91016-3226",Single Family Residence,303631,1924,3,2,1643,6516,CURRENT,34.1413600229,-118.01295679
8506-020-020,"621 W MAPLE AVE, MONROVIA CA 91016-3226",Single Family Residence,189981,1924,3,2,1578,6561,CURRENT,34.1413624173,-118.012775648
8506-020-021,"617 W MAPLE AVE, MONROVIA CA 91016-3226",Single Family Residence,301313,1926,3,2,1306,6561,CURRENT,34.1413649524,-118.012593872
8506-020-022,"611 W MAPLE AVE, MONROVIA CA 91016-3226",Single Family Residence,362284,1930,4,2,1842,6547,CURRENT,34.1413673636,-118.012412296
8506-020-023,"607 W MAPLE AVE, MONROVIA CA 91016-3226",Single Family Residence,159272,1927,2,1,795,6561,CURRENT,34.1413700046,-118.012230728
8506-020-024,"601 W MAPLE AVE, MONROVIA CA 91016-3226",Multi-Family Residence,48935,1924,3,2,1247,7560,CURRENT,34.1413726192,-118.012035102
