ain,address,useType,assessed,yearBuilt,beds,baths,bldg,lot,taxStatus,latitude,longitude
8470-040-001,"1334 W RANDALL WAY, WEST COVINA CA 91790-4748",Single Family Residence,660543,1959,3,2,1626,9047,CURRENT,34.0547911119,-117.952685306
8470-040-002,"1328 W RANDALL WAY, WEST COVINA CA 91790-4748",Single Family Residence,506392,1959,4,2,1610,9337,CURRENT,34.0546601421,-117.95250193
8470-040-003,"1322 W RANDALL WAY, WEST COVINA CA 91790-4748",Single Family Residence,757859,1959,3,2,1553,9334,DELINQUENT,34.0545250933,-117.952318764
8470-040-004,"1318 W RANDALL WAY, WEST COVINA CA 91790-4748",Single Family Residence,61691,1959,3,2,1290,9372,CURRENT,34.054390305,-117.952135099
8470-040-005,"1312 W RANDALL WAY, WEST COVINA CA 91790-4748",Single Family Residence,100982,1959,4,2,1626,9310,CURRENT,34.0542552696,-117.951952402
8470-040-006,"1306 W RANDALL WAY, WEST COVINA CA 91790-4748",Single Family Residence,67698,1959,3,2,1614,9390,CURRENT,34.0541211335,-117.951769084
8470-040-007,"1236 W RANDALL WAY, WEST COVINA CA 91790-4746",Single Family Residence,382597,1959,3,2,1726,9436,CURRENT,34.0539856626,-117.951585401
8470-040-008,"1230 W RANDALL WAY, WEST COVINA CA 91790-4746",Single Family Residence,210965,1959,3,2,1640,9210,CURRENT,34.0538478665,-117.951407131
8470-040-011,"1222 W RANDALL WAY, WEST COVINA CA 91790-4746",Single Family Residence,694289,1959,4,2,1970,9140,CURRENT,34.053694236,-117.951225675
8470-040-012,"1628 S SHADYDALE AVE, WEST COVINA CA 91790-4757",Single Family Residence,615803,1959,3,2,1301,9800,CURRENT,34.0535632732,-117.950992989
8470-040-013,"1624 S SHADYDALE AVE, WEST COVINA CA 91790-4757",Single Family Residence,145345,1959,3,2,1947,9607,CURRENT,34.0536353938,-117.950772528
8470-041-002,"1618 S SHADYDALE AVE, WEST COVINA CA 91790-4757",Single Family Residence,336852,1959,3,2,1301,8665,CURRENT,34.0538343715,-117.950582955
8470-041-003,"1610 S SHADYDALE AVE, WEST COVINA CA 91790-4757",Single Family Residence,296507,1959,4,2,2249,8590,CURRENT,34.0540075456,-117.950412445
8470-041-004,"1604 S SHADYDALE AVE, WEST COVINA CA 91790-4757",Single Family Residence,380261,1959,3,2,1567,8714,CURRENT,34.0541730679,-117.950236372
8470-041-005,"1554 S SHADYDALE AVE, WEST COVINA CA 91790-4754",Single Family Residence,70946,1959,3,2,1708,8571,CURRENT,34.0543381194,-117.950060494
8470-041-006,"1546 S SHADYDALE AVE, WEST COVINA CA 91790-4754",Single Family Residence,158206,1959,3,2,1610,8593,CURRENT,34.0545017955,-117.949885774
