ain,address,useType,assessed,yearBuilt,beds,baths,bldg,lot,taxStatus,latitude,longitude
8486-014-014,"1323 E VINE AVE, WEST COVINA CA 91790-4360",Single Family Residence,306600,1948,2,2,1480,11339,CURRENT,34.0578645092,-117.917724178
8486-014-015,"1327 E VINE AVE, WEST COVINA CA 91790-4360",Single Family Residence,399073,1951,3,2,1298,11563,CURRENT,34.0578620776,-117.917490489
8486-014-016,"1333 E VINE AVE, WEST COVINA CA 91790-4360",Single Family Residence,735944,1950,4,4,2198,12776,CURRENT,34.0578600839,-117.917242294
8486-014-017,"1339 E VINE AVE, WEST COVINA CA 91790-4360",Single Family Residence,178305,1950,3,2,1415,10985,CURRENT,34.057859816,-117.916999598
8486-014-018,"1338 E THACKERY AVE, WEST COVINA CA 91790-4344",Single Family Residence,903982,1953,2,2,1710,10941,CURRENT,34.0582988511,-117.91699285
8486-014-019,"1332 E THACKERY AVE, WEST COVINA CA 91790-4344",Single Family Residence,452585,1950,4,2,1958,12606,DELINQUENT,34.058301816,-117.91723651
8486-014-020,"1326 E THACKERY AVE, WEST COVINA CA 91790-4344",Single Family Residence,315493,1951,3,2,1578,12974,CURRENT,34.0583037403,-117.91750119
8486-014-021,"1322 E THACKERY AVE, WEST COVINA CA 91790-4344",Single Family Residence,763248,1948,4,3,2227,9566,CURRENT,34.0583058246,-117.917734445
8486-014-022,"1314 E THACKERY AVE, WEST COVINA CA 91790-4344",Single Family Residence,528144,1947,4,3,2702,9565,CURRENT,34.0583075565,-117.917932419
8486-014-023,"1310 E THACKERY AVE, WEST COVINA CA 91790-4344",Single Family Residence,908504,1947,3,2,1833,9576,CURRENT,34.0583093173,-117.918130418
8486-014-024,"1308 E THACKERY AVE, WEST COVINA CA 91790-4344",Single Family Residence,512577,1952,2,1,1080,9569,CURRENT,34.0583109249,-117.918328455
8486-014-025,"1302 E THACKERY AVE, WEST COVINA CA 91790-4344",Single Family Residence,450829,1948,3,2,1487,9565,CURRENT,34.0583125888,-117.918526444
8486-014-026,"1240 E THACKERY AVE, WEST COVINA CA 91790-4342",Single Family Residence,453661,1950,4,4,2240,9576,CURRENT,34.0583143486,-117.918724436
8486-014-027,"1236 E THACKERY AVE, WEST COVINA CA 91790-4342",Single Family Residence,641265,1948,3,2,2373,9568,CURRENT,34.0583160635,-117.918922448
8486-014-028,"1230 E THACKERY AVE, WEST COVINA CA 91790-4342",Single Family Residence,61442,1949,2,1,1171,9572,CURRENT,34.0583176629,-117.919120414
8486-014-029,"1226 E THACKERY AVE, WEST COVINA CA 91790-4342",Single Family Residence,528865,1949,2,1,1038,9568,CURRENT,34.0583193289,-117.919318372
8486-014-030,"1218 E THACKERY AVE, WEST COVINA CA 91790-4342",Single Family Residence,550152,1952,2,1,983,9584,CURRENT,34.0583210531,-117.919516431
8486-014-031,"1216 E THACKERY AVE, WEST COVINA CA 91790-4342",Single Family Residence,533224,1947,2,2,1573,9579,CURRENT,34.0583226963,-117.919714517
8486-014-032,"1210 E THACKERY AVE, WEST COVINA CA 91790-4342",Single Family Residence,147897,1948,5,2,1966,9575,CURRENT,34.058324485,-117.919912486
8486-014-033,"1206 E THACKERY AVE, WEST COVINA CA 91790-4342",Single Family Residence,254856,1948,2,2,1608,10240,CURRENT,34.0583268482,-117.920117256
8486-014-034,"950 S PIMA AVE, WEST COVINA CA 91790-4330",Single Family Residence,400603,1949,2,1,1248,10303,CURRENT,34.058327143,-117.92032967
8486-015-001,"1405 E VINE AVE, WEST COVINA CA 91791-3125",Single Family Residence,734406,1960,6,3,2909,13060,CURRENT,34.0578917263,-117.916497301
8486-015-002,"1409 E VINE AVE, WEST COVINA CA 91791-3125",Single Family Residence,703818,1950,3,3,1786,13261,CURRENT,34.0578882154,-117.916268498
8486-015-003,"1415 E VINE AVE, WEST COVINA CA 91791-3125",Single Family Residence,80443,1950,3,1,1947,13477,CURRENT,34.0578857956,-117.916035993
8486-015-004,"1421 E VINE AVE, WEST COVINA CA 91791-3125",Single Family Residence,257647,1951,3,2,1492,13160,CURRENT,34.0578834927,-117.915804324
8486-015-005,"1427 E VINE AVE, WEST COVINA CA 91791-3125",Single Family Residence,238664,1952,4,3,1745,13272,CURRENT,34.0578815787,-117.915574298
8486-015-006,"1433 E VINE AVE, WEST COVINA CA 91791-3125",Single Family Residence,302630,1950,2,2,1258,13266,CURRENT,34.0578794092,-117.915343165
8486-015-007,"1437 E VINE AVE, WEST COVINA CA 91791-3125",Single Family Residence,804136,1951,3,2,1696,13271,CURRENT,34.0578772547,-117.915111987
8486-015-008,"1443 E VINE AVE, WEST COVINA CA 91791-3125",Single Family Residence,389362,1952,3,2,1266,13250,CURRENT,34.0578750243,-117.914880876
8486-015-009,"1501 E VINE AVE, WEST COVINA CA 91791-0000",Single Family Residence,0,,,,,,CURRENT,,
8486-015-010,"1513 E VINE AVE, WEST COVINA CA 91791-3127",Single Family Residence,493723,1947,3,2,1808,13243,CURRENT,34.0578659487,-117.913956423
8486-015-011,"1521 E VINE AVE, WEST COVINA CA 91791-3127",Single Family Residence,491607,1947,3,2,1507,13245,CURRENT,34.0578637212,-117.91372522
