ain,address,useType,taxStatus,parcelStatus,yearBuilt,beds,baths,bldg,lot,assessed,lastBuyRec,lastBuyPrice,lastBuyDoc,hasFcHist
"8448-062-900",",","Vacant Land","EXEMPT","ACTIVE","","","","","1908150","0","","","","false"
