ain,address,useType,assessed,yearBuilt,beds,baths,bldg,lot,taxStatus,latitude,longitude
8476-021-061,"509 S ASTELL AVE, WEST COVINA CA 91790-3802",Single Family Residence,708990,1950,2,1,900,8963,CURRENT,34.0655040831,-117.919555395
8476-021-062,"505 S ASTELL AVE, WEST COVINA CA 91790-3802",Single Family Residence,277401,1988,2,2,1352,11016,CURRENT,34.0656593342,-117.919406361
8476-021-063,",",Other Property Type,0,,,,,,CURRENT,,
8476-021-064,"508 S ASTELL AVE, WEST COVINA CA 91790-3801",Single Family Residence,454728,1955,3,2,2210,23209,CURRENT,34.0656384765,-117.918819526
8476-023-020,"519 S GRETTA AVE, WEST COVINA CA 91790-3820",Single Family Residence,439607,1957,3,2,1398,9363,CURRENT,34.0652412418,-117.922771245
8476-023-021,"513 S GRETTA AVE, WEST COVINA CA 91790-3820",Single Family Residence,673127,1957,3,2,1392,9132,CURRENT,34.0654371403,-117.922773679
8476-023-022,"509 S GRETTA AVE, WEST COVINA CA 91790-3820",Single Family Residence,793271,1957,5,2,1935,8465,CURRENT,34.0656463325,-117.922815355
8476-023-023,"503 S GRETTA AVE, WEST COVINA CA 91790-3820",Single Family Residence,74193,1957,3,2,1392,10921,CURRENT,34.0658409397,-117.922737592
8476-023-025,"512 S GRETTA AVE, WEST COVINA CA 91790-3819",Single Family Residence,686038,1957,3,2,1734,9036,CURRENT,34.0654316866,-117.922154378
8476-023-026,"518 S GRETTA AVE, WEST COVINA CA 91790-3819",Single Family Residence,348571,1957,3,2,1776,9330,CURRENT,34.0652355534,-117.922163341
8476-023-027,"524 S GRETTA AVE, WEST COVINA CA 91790-3819",Single Family Residence,93092,1957,3,2,1398,8726,CURRENT,34.0650422978,-117.922165902
8476-023-028,"523 S DAWLEY AVE, WEST COVINA CA 91790-3810",Single Family Residence,714887,1957,3,2,1794,10218,CURRENT,34.0650679355,-117.921770059
8476-023-029,"517 S DAWLEY AVE, WEST COVINA CA 91790-3810",Single Family Residence,561408,1957,3,2,1697,9240,CURRENT,34.0653199382,-117.921795966
8476-023-032,"516 S DAWLEY AVE, WEST COVINA CA 91790-3809",Single Family Residence,947125,1957,3,2,1653,8171,CURRENT,34.0652518286,-117.921192894
8476-023-033,"524 S DAWLEY AVE, WEST COVINA CA 91790-3809",Single Family Residence,292416,1957,3,2,1392,8807,CURRENT,34.065045589,-117.921210627
8476-023-035,"1031 E SERVICE AVE, WEST COVINA CA 91790-3835",Single Family Residence,400075,1957,5,3,2411,10399,CURRENT,34.0651416803,-117.924063961
8476-023-039,"500 S GRETTA AVE, WEST COVINA CA 91790-3819",Single Family Residence,69944,1971,3,2,1296,8485,CURRENT,34.065819926,-117.922240716
8476-023-040,"506 S GRETTA AVE, WEST COVINA CA 91790-3819",Single Family Residence,997560,1957,3,2,1571,8261,CURRENT,34.0656381204,-117.922123289
8476-023-043,"500 S DAWLEY AVE, WEST COVINA CA 91790-3809",Single Family Residence,215118,1971,3,2,1720,7748,CURRENT,34.065632565,-117.92129467
8476-023-044,"510 S DAWLEY AVE, WEST COVINA CA 91790-3809",Single Family Residence,438415,1957,3,2,1683,7916,CURRENT,34.0654807248,-117.921162782
8476-023-045,"512 S VALINDA AVE, WEST COVINA CA 91790-3007",Institutional,0,1969,0,0,22972,222952,CURRENT,34.0658183587,-117.924622793
8476-023-046,"511 S DAWLEY AVE, WEST COVINA CA 91790-3810",Single Family Residence,656741,1957,4,2,2291,16290,CURRENT,34.0656284822,-117.921722041
8476-023-047,",",Institutional,0,,,,,,CURRENT,,
