ain,address,useType,assessed,yearBuilt,beds,baths,bldg,lot,taxStatus,latitude,longitude
8458-026-001,"135 N CONLON AVE, WEST COVINA CA 91790-2102",Single Family Residence,274323,1953,2,1,1449,7123,CURRENT,34.0737144932,-117.940791075
8458-026-002,"1631 W HARBERT ST, WEST COVINA CA 91790-2117",Single Family Residence,313875,1960,3,2,1166,6384,CURRENT,34.0737247576,-117.941095574
8458-026-003,"143 N CONLON AVE, WEST COVINA CA 91790-2102",Single Family Residence,84994,1950,3,2,1309,16232,CURRENT,34.0739384864,-117.940905645
8458-026-004,"149 N CONLON AVE, WEST COVINA CA 91790-2102",Single Family Residence,367821,1950,2,1,1010,13732,CURRENT,34.0741595301,-117.940885433
8458-026-005,"201 N CONLON AVE, WEST COVINA CA 91790-2104",Single Family Residence,850000,1948,3,1,1355,14554,CURRENT,34.0743681315,-117.940865889
8458-026-006,"209 N CONLON AVE, WEST COVINA CA 91790-2104",Single Family Residence,955740,1950,4,2,1894,14157,DELINQUENT,34.074579902,-117.94084726
8458-026-007,"213 N CONLON AVE, WEST COVINA CA 91790-2104",Single Family Residence,867589,1950,2,2,1681,14028,CURRENT,34.0747877205,-117.940828301
8458-026-008,"219 N CONLON AVE, WEST COVINA CA 91790-2104",Multi-Family Residence,1244794,1941,2,2,1254,14330,CURRENT,34.0749967648,-117.940808333
8458-026-009,"225 N CONLON AVE, WEST COVINA CA 91790-2104",Single Family Residence,656436,1952,3,3,1942,13966,CURRENT,34.0752055594,-117.940790663
8458-026-010,"233 N CONLON AVE, WEST COVINA CA 91790-2104",Single Family Residence,767935,1950,5,3,2555,18076,CURRENT,34.0754445846,-117.940788267
8458-026-011,"1622 W WORKMAN AVE, WEST COVINA CA 91790-1528",Multi-Family Residence,221281,1953,3,2,1587,16321,CURRENT,34.0756942343,-117.940587593
8458-026-012,"1626 W WORKMAN AVE, WEST COVINA CA 91790-1528",Single Family Residence,905342,1949,3,2,1560,13093,CURRENT,34.075861134,-117.940824858
8458-026-013,"1634 W WORKMAN AVE, WEST COVINA CA 91790-1528",Single Family Residence,102708,1952,3,2,1992,11021,CURRENT,34.0760772523,-117.940938087
8458-026-014,"1640 W WORKMAN AVE, WEST COVINA CA 91790-1528",Single Family Residence,777789,1948,3,2,1721,10495,CURRENT,34.0762322521,-117.941148572
8458-026-015,"254 N LANG AVE, WEST COVINA CA 91790-2123",Single Family Residence,791559,1952,3,2,2113,11690,CURRENT,34.0763256248,-117.941453123
8458-026-016,"246 N LANG AVE, WEST COVINA CA 91790-2123",Single Family Residence,260016,1951,2,2,1347,10076,CURRENT,34.0760522259,-117.941427988
8458-026-017,"242 N LANG AVE, WEST COVINA CA 91790-2123",Single Family Residence,106955,1953,3,2,2316,13783,CURRENT,34.0758509217,-117.941362401
8458-026-018,"236 N LANG AVE, WEST COVINA CA 91790-2123",Single Family Residence,301641,1951,3,2,1817,13517,CURRENT,34.075655236,-117.941376702
8458-026-019,"230 N LANG AVE, WEST COVINA CA 91790-2123",Single Family Residence,673767,1963,3,2,1750,14785,CURRENT,34.0754527688,-117.941391917
8458-026-020,"224 N LANG AVE, WEST COVINA CA 91790-2123",Single Family Residence,777387,1955,2,1,1251,14560,CURRENT,34.0752433315,-117.941412698
8458-026-021,"218 N LANG AVE, WEST COVINA CA 91790-2123",Single Family Residence,86197,1948,3,1,1896,14568,CURRENT,34.0750354402,-117.94143044
8458-026-022,"212 N LANG AVE, WEST COVINA CA 91790-2123",Single Family Residence,351333,1953,3,3,1814,14537,CURRENT,34.0748279639,-117.941450444
8458-026-023,"206 N LANG AVE, WEST COVINA CA 91790-2123",Single Family Residence,806584,1957,3,2,1852,14697,CURRENT,34.0746196061,-117.941469713
8458-026-024,"200 N LANG AVE, WEST COVINA CA 91790-2123",Single Family Residence,475133,1976,3,2,1799,14933,CURRENT,34.0744084933,-117.941488362
8458-026-025,"148 N LANG AVE, WEST COVINA CA 91790-2121",Single Family Residence,477102,1950,3,2,1783,14289,CURRENT,34.0742005978,-117.941508074
8458-026-026,"140 N LANG AVE, WEST COVINA CA 91790-2121",Single Family Residence,164271,1952,3,1,1176,16928,CURRENT,34.0739786336,-117.941528606
8458-026-027,"134 N LANG AVE, WEST COVINA CA 91790-2121",Single Family Residence,245919,1950,3,2,1418,16469,CURRENT,34.073741572,-117.941557127
