ain,address,useType,assessed,yearBuilt,beds,baths,bldg,lot,taxStatus,latitude,longitude
8459-022-025,"2225 W MACDEVITT ST, WEST COVINA CA 91790-1932",Single Family Residence,261878,1951,3,1,1213,7732,CURRENT,34.0724631138,-117.952505116
8459-022-026,"2231 W MACDEVITT ST, WEST COVINA CA 91790-1932",Single Family Residence,420546,1951,3,1,1337,7736,CURRENT,34.0725722327,-117.952652826
8459-022-027,"2237 W MACDEVITT ST, WEST COVINA CA 91790-1932",Single Family Residence,431566,1951,4,4,2493,7746,CURRENT,34.0726813944,-117.952800488
8459-022-028,"2301 W MACDEVITT ST, WEST COVINA CA 91790-1934",Single Family Residence,591891,1951,3,1,1213,7747,CURRENT,34.0727904753,-117.952948249
8459-022-029,"2307 W MACDEVITT ST, WEST COVINA CA 91790-1934",Single Family Residence,224727,1951,3,1,1081,7762,DELINQUENT,34.072899695,-117.953095872
8459-022-030,"2313 W MACDEVITT ST, WEST COVINA CA 91790-1934",Single Family Residence,580055,1951,3,2,2202,7761,CURRENT,34.0730087875,-117.95324363
8459-022-031,"2319 W MACDEVITT ST, WEST COVINA CA 91790-1934",Single Family Residence,259726,1951,3,1,1105,7770,CURRENT,34.0731179159,-117.953391254
8459-022-032,"2325 W MACDEVITT ST, WEST COVINA CA 91790-1934",Single Family Residence,259723,1951,3,2,1259,7780,DELINQUENT,34.0732270887,-117.953538894
8459-022-033,"2331 W MACDEVITT ST, WEST COVINA CA 91790-1934",Single Family Residence,443375,1951,3,2,1707,7789,CURRENT,34.0733361601,-117.953686742
8459-022-034,"2337 W MACDEVITT ST, WEST COVINA CA 91790-1934",Single Family Residence,565838,1951,3,1,1105,7799,CURRENT,34.0734453514,-117.953834443
8459-022-035,"2343 W MACDEVITT ST, WEST COVINA CA 91790-1934",Single Family Residence,797000,1951,4,2,1242,7599,CURRENT,34.0735543714,-117.953979097
8459-023-001,"2149 W GARVEY AVE, N, WEST COVINA CA 91790-0000",Commercial,0,,,,,,CURRENT,,
8459-023-008,"169 N SUNKIST AVE, WEST COVINA CA 91790-2055",Single Family Residence,605322,1939,3,1,902,24627,CURRENT,34.0724915074,-117.949592794
8459-023-009,"173 N SUNKIST AVE, WEST COVINA CA 91790-2055",Single Family Residence,165398,1940,3,2,1483,18070,CURRENT,34.0727241743,-117.949457571
8459-023-010,"179 N SUNKIST AVE, WEST COVINA CA 91790-2055",Single Family Residence,732763,1949,4,4,1990,17854,CURRENT,34.0729136649,-117.949280443
8459-023-011,"185 N SUNKIST AVE, WEST COVINA CA 91790-2055",Single Family Residence,209448,1940,2,1,785,15929,CURRENT,34.0730789724,-117.949079176
8459-023-012,"191 N SUNKIST AVE, WEST COVINA CA 91790-2055",Multi-Family Residence,471028,1940,2,1,731,15734,CURRENT,34.0732427931,-117.948904124
8459-023-013,"192 N WILLOW AVE, WEST COVINA CA 91790-1952",Single Family Residence,426406,1939,2,1,1134,15568,CURRENT,34.0736039275,-117.949393442
8459-023-014,"184 N WILLOW AVE, WEST COVINA CA 91790-1952",Single Family Residence,879590,2021,4,3,2041,16016,CURRENT,34.0734396871,-117.94956854
8459-023-015,"180 N WILLOW AVE, WEST COVINA CA 91790-1952",Single Family Residence,319664,1939,3,1,1132,15850,CURRENT,34.0732733205,-117.949744292
8459-023-016,"174 N WILLOW AVE, WEST COVINA CA 91790-1952",Single Family Residence,413740,1942,3,2,1954,15756,CURRENT,34.0731085796,-117.949918823
8459-023-017,"166 N WILLOW AVE, WEST COVINA CA 91790-1952",Single Family Residence,616172,1940,4,4,2809,16061,CURRENT,34.0729432346,-117.950095019
8459-023-018,"160 N WILLOW AVE, WEST COVINA CA 91790-1952",Single Family Residence,317230,1940,2,2,1410,19298,CURRENT,34.0727277052,-117.950214067
8459-023-019,"152 N WILLOW AVE, WEST COVINA CA 91790-1952",Single Family Residence,282556,1947,3,2,1559,19516,CURRENT,34.0725721015,-117.950387478
8459-023-020,",",Agricultural,734,1940,0,0,252,2672,CURRENT,34.0723360007,-117.950006116
8459-023-021,"148 N WILLOW AVE, WEST COVINA CA 91790-1952",Single Family Residence,95068,1940,3,2,1151,17014,CURRENT,34.072440436,-117.950601271
