ain,address,useType,assessed,yearBuilt,beds,baths,bldg,lot,taxStatus,latitude,longitude
8485-013-011,"718 S AZUSA AVE, WEST COVINA CA 91791-2602",Institutional,0,,,,,213402,CURRENT,34.06144713813141,-117.90693434419966
8485-013-012,"718 S AZUSA AVE, WEST COVINA CA 91791-2602",Institutional,1039485,1956,0,0,14582,211966,CURRENT,34.0622431218,-117.906753239
8485-015-001,"2148 MESITA AVE, WEST COVINA CA 91791-2720",Single Family Residence,807851,1957,3,2,1878,10741,CURRENT,34.061733481,-117.899313768
8485-015-002,"2140 MESITA AVE, WEST COVINA CA 91791-2720",Single Family Residence,320691,1955,3,2,1832,10323,CURRENT,34.061738339,-117.899583266
8485-015-005,"2128 MESITA AVE, WEST COVINA CA 91791-2720",Single Family Residence,426795,1955,3,2,1321,10308,CURRENT,34.0617425216,-117.900108053
8485-015-006,"2122 MESITA AVE, WEST COVINA CA 91791-2720",Single Family Residence,669874,1955,3,2,1718,10390,CURRENT,34.0617445426,-117.900371692
8485-015-009,"2134 MESITA AVE, WEST COVINA CA 91791-2720",Single Family Residence,673945,1954,4,2,2160,10243,CURRENT,34.0617398675,-117.89984592
8485-015-011,"2110 MESITA AVE, WEST COVINA CA 91791-2720",Single Family Residence,112965,1969,4,2,2118,10581,CURRENT,34.0617266081,-117.900871094
8485-015-012,"2114 MESITA AVE, WEST COVINA CA 91791-2720",Single Family Residence,817095,1969,4,2,2190,10066,CURRENT,34.061739334,-117.900628495
8485-015-013,"2111 E CAMERON AVE, WEST COVINA CA 91791-3222",Single Family Residence,391907,1969,4,2,2118,10519,CURRENT,34.0613366882,-117.900779178
8485-015-014,"2117 E CAMERON AVE, WEST COVINA CA 91791-3222",Single Family Residence,918000,1969,4,2,2190,11583,CURRENT,34.0613479924,-117.900537205
8485-015-015,"2123 E CAMERON AVE, WEST COVINA CA 91791-3222",Single Family Residence,640318,1969,4,2,2118,11726,CURRENT,34.0613491371,-117.90029254
8485-015-016,"2129 E CAMERON AVE, WEST COVINA CA 91791-3222",Single Family Residence,407144,1969,4,2,2190,11680,CURRENT,34.0613468036,-117.900047944
8485-015-017,"2135 E CAMERON AVE, WEST COVINA CA 91791-3222",Single Family Residence,113155,1969,4,2,2118,11171,CURRENT,34.0613320225,-117.899808264
8485-015-018,",",Vacant Land,27036,,,,,10541,CURRENT,34.0612241816,-117.899424802
8485-015-019,"2141 E CAMERON AVE, WEST COVINA CA 91791-3222",Single Family Residence,658330,1926,3,2,2904,14144,CURRENT,34.0614413923,-117.899444225
