ain,address,useType,assessed,yearBuilt,beds,baths,bldg,lot,taxStatus,latitude,longitude
8467-042-033,"1572 ATOLL, WEST COVINA CA 91790-3380",Single Family Residence,384340,1992,3,3,1428,3061,CURRENT,34.0587040204,-117.952449688
8467-042-034,"1576 ATOLL, WEST COVINA CA 91790-3380",Single Family Residence,314710,1992,3,3,1380,3055,CURRENT,34.0586302663,-117.952528806
8467-042-035,"1580 ATOLL, WEST COVINA CA 91790-3380",Single Family Residence,364227,1992,3,3,1823,3063,CURRENT,34.0585564005,-117.95260785
8467-042-036,"1597 RAINFOREST, WEST COVINA CA 91790-5703",Single Family Residence,723169,1992,4,3,1823,3077,CURRENT,34.0584314696,-117.95274097
8467-042-037,"1593 RAINFOREST, WEST COVINA CA 91790-5703",Single Family Residence,779348,1992,3,3,1380,3075,CURRENT,34.0583660665,-117.952651897
8467-042-038,"1589 RAINFOREST, WEST COVINA CA 91790-5703",Single Family Residence,562658,1992,3,3,1823,3075,DELINQUENT,34.0583006737,-117.952562786
8467-042-039,"1587 RAINFOREST, WEST COVINA CA 91790-5703",Single Family Residence,343028,1992,3,3,1428,3104,CURRENT,34.0582350195,-117.952473162
8467-042-040,"1583 RAINFOREST, WEST COVINA CA 91790-5703",Single Family Residence,433443,1992,2,3,1531,3078,CURRENT,34.0581590999,-117.952369449
8467-042-041,"1577 RAINFOREST, WEST COVINA CA 91790-5703",Single Family Residence,669613,1992,3,3,1823,3077,CURRENT,34.058093681,-117.952280283
8467-042-042,"1567 RAINFOREST, WEST COVINA CA 91790-5703",Single Family Residence,357698,1992,4,3,1823,3073,CURRENT,34.0580282587,-117.952191229
8467-042-043,"1557 RAINFOREST, WEST COVINA CA 91790-5702",Single Family Residence,337701,1992,2,3,1531,3075,CURRENT,34.0579628672,-117.952102097
8467-042-044,"1539 RAINFOREST, WEST COVINA CA 91790-5702",Single Family Residence,340573,1992,3,3,1823,3078,CURRENT,34.0578973606,-117.952012938
8467-042-045,",",Vacant Land,10,,,,,297,CURRENT,34.058092007,-117.951266384
8467-042-046,",",Vacant Land,10,,,,,367,CURRENT,34.0585735526,-117.951891959
8467-042-047,",",Vacant Land,9,,,,,572,CURRENT,34.0582808655,-117.952120011
8467-042-048,",",Vacant Land,9,,,,,4772,CURRENT,34.0589249351,-117.952029257
8467-042-049,",",Vacant Land,9,,,,,509,CURRENT,34.0584703015,-117.952792147
8467-042-050,",",Vacant Land,9,,,,,1626,CURRENT,34.0582433617,-117.953023833
8467-042-051,",",Vacant Land,9,,,,,10599,CURRENT,34.0580402517,-117.952500851
8467-042-052,",",Vacant Land,9,,,,,15615,CURRENT,34.0583953402,-117.952964902
8467-042-053,",",Vacant Land,9,,,,,11974,CURRENT,34.0584126186,-117.952098447
8467-042-054,",",Vacant Land,9,,,,,8795,CURRENT,34.0581264067,-117.951633493
8467-033-020,"1550 TRADEWINDS, WEST COVINA CA 91790-3375",Single Family Residence,332833,1993,3,3,1380,2557,CURRENT,34.0578314815,-117.95031631
8467-033-021,"1532 TRADEWINDS, WEST COVINA CA 91790-3375",Single Family Residence,556405,1993,2,3,1531,3026,CURRENT,34.0579001,-117.950243393
8467-033-022,"1522 TRADEWINDS, WEST COVINA CA 91790-3370",Single Family Residence,579039,1993,3,3,1823,3089,CURRENT,34.0579720671,-117.950161697
8467-033-023,"1516 TRADEWINDS, WEST COVINA CA 91790-3370",Single Family Residence,572961,1993,3,3,1531,3097,CURRENT,34.0580457406,-117.950082497
8467-033-024,"1508 TRADEWINDS, WEST COVINA CA 91790-3370",Single Family Residence,544037,1993,3,3,1428,3092,CURRENT,34.0581195928,-117.950003508
8467-033-025,"1500 TRADEWINDS, WEST COVINA CA 91790-3370",Single Family Residence,865942,1993,3,3,1823,3023,CURRENT,34.0581952784,-117.949926793
8467-033-026,"1492 TRADEWINDS, WEST COVINA CA 91790-3372",Single Family Residence,329366,1993,3,3,1380,3020,CURRENT,34.058269005,-117.949847585
8467-033-027,"1486 TRADEWINDS, WEST COVINA CA 91790-3372",Single Family Residence,388312,1993,3,3,1823,3094,CURRENT,34.058341142,-117.949766177
8467-033-028,"1478 TRADEWINDS, WEST COVINA CA 91790-3372",Single Family Residence,428388,1993,3,3,1428,3089,CURRENT,34.0584147139,-117.949686861
8467-033-029,"1472 TRADEWINDS, WEST COVINA CA 91790-3372",Single Family Residence,334893,1993,2,3,1531,3105,CURRENT,34.0584888218,-117.949608139
