ain,address,useType,assessed,yearBuilt,beds,baths,bldg,lot,taxStatus,latitude,longitude
8456-021-030,"1039 E SHAMWOOD ST, WEST COVINA CA 91790-2239",Single Family Residence,430612,1953,3,2,1663,7631,CURRENT,34.074064998,-117.924648367
8456-032-001,"1340 E MARDINA ST, WEST COVINA CA 91790-2337",Single Family Residence,179436,1953,3,1,1618,8424,CURRENT,34.0727506429,-117.91792496
8456-032-002,"1344 E MARDINA ST, WEST COVINA CA 91790-2337",Single Family Residence,625421,1953,3,2,1402,8262,CURRENT,34.0728346343,-117.917717229
8456-032-003,"1348 E MARDINA ST, WEST COVINA CA 91790-2337",Single Family Residence,522258,1953,3,2,1178,7743,CURRENT,34.0729717589,-117.91755247
8456-032-004,"122 N MARDINA ST, WEST COVINA CA 91790-2339",Single Family Residence,439070,1953,3,2,1488,8843,CURRENT,34.0731497078,-117.917402577
8456-032-005,"128 N MARDINA ST, WEST COVINA CA 91790-2339",Single Family Residence,920065,1953,5,3,1860,7323,CURRENT,34.0733338415,-117.917333797
8456-032-006,"132 N MARDINA ST, WEST COVINA CA 91790-2339",Single Family Residence,271340,1953,3,2,1466,7045,CURRENT,34.0735040325,-117.917334273
8456-032-007,"138 N MARDINA ST, WEST COVINA CA 91790-2339",Single Family Residence,176830,1953,3,2,1192,6908,CURRENT,34.0736710618,-117.917334797
8456-032-008,"202 N MARDINA ST, WEST COVINA CA 91790-2341",Single Family Residence,633324,1954,4,3,1642,7233,CURRENT,34.073840126,-117.917337645
8456-032-009,"208 N MARDINA ST, WEST COVINA CA 91790-2341",Single Family Residence,428167,1954,3,2,1672,7135,CURRENT,34.0740116557,-117.917339296
8456-032-010,"212 N MARDINA ST, WEST COVINA CA 91790-2341",Single Family Residence,251815,1954,3,2,1507,7330,CURRENT,34.0741841662,-117.917341144
8456-032-011,"218 N MARDINA ST, WEST COVINA CA 91790-2341",Single Family Residence,264816,1954,3,2,1848,6980,CURRENT,34.074354681,-117.917342961
8456-032-012,"222 N MARDINA ST, WEST COVINA CA 91790-2341",Single Family Residence,213231,1954,3,2,1583,7183,CURRENT,34.074523313,-117.917343969
8456-032-013,"223 N LARK ELLEN AVE, WEST COVINA CA 91791-1325",Single Family Residence,692000,1954,3,3,1839,7358,CURRENT,34.0745225289,-117.916872117
8456-032-014,"219 N LARK ELLEN AVE, WEST COVINA CA 91791-1325",Single Family Residence,333092,1954,3,2,1371,7328,CURRENT,34.074351684,-117.916869773
8456-032-015,"213 N LARK ELLEN AVE, WEST COVINA CA 91791-1325",Single Family Residence,348793,1954,4,3,1606,7328,CURRENT,34.0741812697,-117.916869342
8456-032-016,"209 N LARK ELLEN AVE, WEST COVINA CA 91791-1325",Single Family Residence,460809,1954,3,2,1508,7316,CURRENT,34.0740108125,-117.916868815
8456-032-017,"203 N LARK ELLEN AVE, WEST COVINA CA 91791-1325",Single Family Residence,527120,1954,3,2,1164,7315,CURRENT,34.0738404429,-117.916868341
8456-032-018,"139 N LARK ELLEN AVE, WEST COVINA CA 91791-1324",Single Family Residence,292002,1953,3,2,1477,7316,CURRENT,34.0736700715,-117.916867858
8456-032-019,"133 N LARK ELLEN AVE, WEST COVINA CA 91791-1324",Single Family Residence,430813,1953,3,2,1562,7311,CURRENT,34.0734997672,-117.916867414
8456-032-020,"129 N LARK ELLEN AVE, WEST COVINA CA 91791-1324",Single Family Residence,257867,1953,3,2,1164,7290,CURRENT,34.0733293334,-117.916871014
8456-032-021,",",Vacant Land,0,,,,,,CURRENT,,
8456-032-022,"101 N LARK ELLEN, WEST COVINA CA 91790-0000",Multi-Family Residence,0,,,,,,CURRENT,,
8456-032-023,"101 N LARK ELLEN AVE, UNIT 101, WEST COVINA CA 91791-1300",Condominium,305776,1992,3,3,1523,42439,CURRENT,34.0727995897,-117.917123294
8456-032-024,"103 N LARK ELLEN AVE, WEST COVINA CA 91791-1300",Condominium,284368,1992,3,3,1523,42439,CURRENT,34.0727995897,-117.917123294
8456-032-025,"105 N LARK ELLEN AVE, WEST COVINA CA 91791-1300",Condominium,352005,1992,3,3,1523,42439,CURRENT,34.0727995897,-117.917123294
8456-032-026,"107 N LARK ELLEN AVE, WEST COVINA CA 91791-1300",Condominium,286572,1992,3,3,1523,42439,CURRENT,34.0727995897,-117.917123294
8456-032-027,"109 N LARK ELLEN AVE, WEST COVINA CA 91791-1300",Condominium,423903,1992,3,3,1390,42439,CURRENT,34.0727995897,-117.917123294
8456-032-028,"111 N LARK ELLEN AVE, WEST COVINA CA 91791-1300",Condominium,203694,1992,3,3,1390,42439,CURRENT,34.0727995897,-117.917123294
8456-032-029,"113 N LARK ELLEN AVE, WEST COVINA CA 91791-1300",Condominium,296223,1992,3,3,1390,42439,CURRENT,34.0727995897,-117.917123294
8456-032-030,"115 N LARK ELLEN AVE, WEST COVINA CA 91791-1300",Condominium,185859,1992,3,3,1390,42439,CURRENT,34.0727995897,-117.917123294
