ain,address,useType,assessed,yearBuilt,beds,baths,bldg,lot,taxStatus,latitude,longitude
8487-021-017,"946 E HERRING AVE, WEST COVINA CA 91790-4232",Single Family Residence,566411,1958,3,2,1526,9791,CURRENT,34.0596273195,-117.925707134
8487-022-001,"803 E BARBARA AVE, WEST COVINA CA 91790-4216",Single Family Residence,276451,1946,3,2,1517,7763,CURRENT,34.0593037375,-117.929614127
8487-022-002,"811 E BARBARA AVE, WEST COVINA CA 91790-4216",Single Family Residence,554090,1946,2,1,1049,8268,CURRENT,34.0593000563,-117.929415539
8487-022-003,"815 E BARBARA AVE, WEST COVINA CA 91790-4216",Single Family Residence,374106,1946,4,2,1981,8261,CURRENT,34.059298214,-117.929210961
8487-022-004,"819 E BARBARA AVE, WEST COVINA CA 91790-4216",Single Family Residence,342669,1946,5,2,1705,8263,CURRENT,34.0592962786,-117.929006346
8487-022-005,"823 E BARBARA AVE, WEST COVINA CA 91790-4216",Single Family Residence,639244,1946,3,2,1475,8257,CURRENT,34.0592943925,-117.928801643
8487-022-006,"829 E BARBARA AVE, WEST COVINA CA 91790-4216",Single Family Residence,580054,1946,4,2,1639,8252,CURRENT,34.0592925475,-117.928597042
8487-022-007,"835 E BARBARA AVE, WEST COVINA CA 91790-4216",Single Family Residence,377708,1946,3,2,1486,8259,CURRENT,34.0592905681,-117.928392431
8487-022-008,"839 E BARBARA AVE, WEST COVINA CA 91790-4216",Single Family Residence,373835,1946,3,3,1908,8247,CURRENT,34.059288645,-117.928187825
8487-022-009,"843 E BARBARA AVE, WEST COVINA CA 91790-4216",Single Family Residence,132547,1946,3,2,1414,8248,CURRENT,34.0592868556,-117.927983276
8487-022-010,"849 E BARBARA AVE, WEST COVINA CA 91790-4216",Single Family Residence,365010,1946,2,2,1592,8113,CURRENT,34.0592845001,-117.927780405
8487-022-011,"844 E HERRING AVE, WEST COVINA CA 91790-4229",Single Family Residence,630133,1958,4,2,1383,8742,CURRENT,34.0596236859,-117.927803293
8487-022-012,"838 E HERRING AVE, WEST COVINA CA 91790-4229",Single Family Residence,71194,1958,4,2,1428,8842,CURRENT,34.0596261383,-117.928059419
8487-022-013,"832 E HERRING AVE, WEST COVINA CA 91790-4229",Single Family Residence,500305,1958,4,2,2047,8825,CURRENT,34.0596284777,-117.928316922
8487-022-014,"828 E HERRING AVE, WEST COVINA CA 91790-4229",Single Family Residence,234484,1958,4,2,1428,8831,CURRENT,34.0596307959,-117.928574439
8487-022-015,"822 E HERRING AVE, WEST COVINA CA 91790-4229",Single Family Residence,301623,1958,3,2,1458,8826,CURRENT,34.0596331051,-117.928832135
8487-022-016,"814 E HERRING AVE, WEST COVINA CA 91790-4229",Single Family Residence,347241,1958,4,2,1428,8823,CURRENT,34.0596349776,-117.929089898
8487-022-017,"808 E HERRING AVE, WEST COVINA CA 91790-4229",Single Family Residence,853477,1958,2,2,2390,9020,CURRENT,34.0596442636,-117.929347736
8487-022-018,"802 E HERRING AVE, WEST COVINA CA 91790-4229",Single Family Residence,436809,1958,4,2,1856,8904,CURRENT,34.0596581133,-117.929589548
