ain,address,useType,assessed,yearBuilt,beds,baths,bldg,lot,taxStatus,latitude,longitude
8472-036-001,"15133 RAGUS ST, LA PUENTE CA 91744-1950",Single Family Residence,449437,1954,3,1,959,6448,CURRENT,34.0408100291,-117.951348056
8472-036-003,"15121 RAGUS ST, LA PUENTE CA 91744-1950",Single Family Residence,185637,1954,3,1,956,5975,CURRENT,34.0410363116,-117.951655042
8472-036-004,"15115 RAGUS ST, LA PUENTE CA 91744-1950",Single Family Residence,66753,1954,4,2,1177,6304,CURRENT,34.0411430399,-117.951800568
8472-036-005,"15109 RAGUS ST, LA PUENTE CA 91744-1950",Single Family Residence,585159,1954,4,1,1239,6012,CURRENT,34.0412493239,-117.951947585
8472-036-006,"15103 RAGUS ST, LA PUENTE CA 91744-1950",Single Family Residence,287846,1954,3,1,956,6324,CURRENT,34.0413564353,-117.952094174
8472-036-007,"1102 EGAN AVE, LA PUENTE CA 91744-1933",Single Family Residence,222692,1954,3,1,956,6495,CURRENT,34.041575079,-117.951860973
8472-036-008,"1108 EGAN AVE, LA PUENTE CA 91744-1933",Single Family Residence,738683,1954,4,2,1174,6314,CURRENT,34.0414705831,-117.951714741
8472-036-009,"1114 EGAN AVE, LA PUENTE CA 91744-1933",Single Family Residence,308125,1954,4,2,1177,6583,CURRENT,34.0413627196,-117.951569683
8472-036-010,"1118 EGAN AVE, LA PUENTE CA 91744-1933",Single Family Residence,53256,1954,3,1,959,6377,CURRENT,34.0412276928,-117.951431734
8472-036-011,"1122 EGAN AVE, LA PUENTE CA 91744-1933",Single Family Residence,526783,1954,3,1,956,9493,CURRENT,34.0410969476,-117.951230664
8472-036-012,"1126 EGAN AVE, LA PUENTE CA 91744-1933",Single Family Residence,175656,1954,4,2,1174,8012,CURRENT,34.0411760545,-117.951025679
8472-036-013,"1132 EGAN AVE, LA PUENTE CA 91744-1933",Single Family Residence,383083,1954,4,2,1177,6360,CURRENT,34.0413440916,-117.950874364
8472-036-014,"1138 EGAN AVE, LA PUENTE CA 91744-1933",Single Family Residence,367766,1954,3,1,956,6182,CURRENT,34.041476723,-117.950749806
8472-036-015,"1144 EGAN AVE, LA PUENTE CA 91744-1933",Single Family Residence,548949,1954,4,2,1177,6167,CURRENT,34.0415984364,-117.950620355
8472-036-016,"1150 EGAN AVE, LA PUENTE CA 91744-1933",Single Family Residence,141534,1954,3,1,956,6123,CURRENT,34.0417202629,-117.950490875
8472-036-017,"1156 EGAN AVE, LA PUENTE CA 91744-1933",Single Family Residence,312311,1954,3,1,959,6090,CURRENT,34.0418418986,-117.950361173
8472-036-018,"1162 EGAN AVE, LA PUENTE CA 91744-1933",Single Family Residence,352310,1954,4,2,1174,6070,CURRENT,34.0419636631,-117.950231632
8472-036-019,"1175 N UNRUH AVE, LA PUENTE CA 91744-2052",Commercial,429050,1954,0,0,1555,6038,CURRENT,34.0420827792,-117.950093931
8472-036-020,"15256 FAIRGROVE AVE, LA PUENTE CA 91744-1067",Commercial,811512,1954,0,0,2450,6492,CURRENT,34.0422276682,-117.949960071
8472-036-021,"15127 RAGUS ST, LA PUENTE CA 91744-1950",Single Family Residence,496510,1954,4,2,1177,6217,CURRENT,34.0409356711,-117.951500546
