ain,address,useType,assessed,yearBuilt,beds,baths,bldg,lot,taxStatus,latitude,longitude
8455-005-018,"1607 E THELBORN ST, WEST COVINA CA 91791-1215",Single Family Residence,583510,1955,3,2,1559,9883,CURRENT,34.0775641114,-117.911928824
8455-006-001,"1503 E THELBORN ST, WEST COVINA CA 91791-1213",Single Family Residence,402649,1956,3,2,1674,9337,CURRENT,34.0775691354,-117.914220755
8455-006-002,"1509 E THELBORN ST, WEST COVINA CA 91791-1213",Single Family Residence,536560,1956,3,2,1687,9229,CURRENT,34.0775663332,-117.913984964
8455-006-003,"1515 E THELBORN ST, WEST COVINA CA 91791-1213",Single Family Residence,344794,1955,2,2,1735,9229,CURRENT,34.0775644349,-117.913750504
8455-006-004,"1521 E THELBORN ST, WEST COVINA CA 91791-1213",Single Family Residence,345295,1955,3,2,1670,9230,CURRENT,34.0775625344,-117.913516033
8455-006-005,"1527 E THELBORN ST, WEST COVINA CA 91791-1213",Single Family Residence,421127,1955,5,5,2512,9229,CURRENT,34.0775606197,-117.913281575
8455-006-006,"1533 E THELBORN ST, WEST COVINA CA 91791-1213",Single Family Residence,735995,1955,3,3,2060,9229,CURRENT,34.0775587286,-117.913047131
8455-006-007,"1539 E THELBORN ST, WEST COVINA CA 91791-1213",Single Family Residence,406814,1955,3,3,2070,9229,CURRENT,34.0775568112,-117.912812681
8455-006-008,"1545 E THELBORN ST, WEST COVINA CA 91791-1213",Single Family Residence,664776,1955,3,2,1645,9099,CURRENT,34.0775549118,-117.912579872
8455-006-009,"1551 E THELBORN ST, WEST COVINA CA 91791-1213",Single Family Residence,130727,1955,3,2,1504,8484,CURRENT,34.0775530411,-117.912356509
8455-006-010,"1550 E MARBURY ST, WEST COVINA CA 91791-1206",Single Family Residence,414818,1955,4,3,1945,8887,CURRENT,34.077909666,-117.912363755
8455-006-011,"1544 E MARBURY ST, WEST COVINA CA 91791-1206",Single Family Residence,787544,1955,3,2,1505,9098,CURRENT,34.0779122119,-117.912592286
8455-006-012,"1538 E MARBURY ST, WEST COVINA CA 91791-1206",Single Family Residence,308731,1955,3,2,1745,9098,CURRENT,34.0779141032,-117.912823447
8455-006-013,"1532 E MARBURY ST, WEST COVINA CA 91791-1206",Single Family Residence,427888,1955,3,2,1215,9098,CURRENT,34.077916001,-117.913054609
8455-006-014,"1526 E MARBURY ST, WEST COVINA CA 91791-1206",Single Family Residence,344389,1955,3,2,1215,9229,CURRENT,34.0779178943,-117.913287417
8455-006-015,"1520 E MARBURY ST, WEST COVINA CA 91791-1206",Single Family Residence,151696,1955,4,2,1300,9229,CURRENT,34.0779197936,-117.913521878
8455-006-016,"1514 E MARBURY ST, WEST COVINA CA 91791-1206",Single Family Residence,271959,1955,3,2,1215,9228,CURRENT,34.0779216872,-117.913756332
8455-006-017,"1510 E MARBURY ST, WEST COVINA CA 91791-1206",Single Family Residence,862973,1955,3,2,1738,9235,CURRENT,34.0779235529,-117.913990859
8455-006-018,"1502 E MARBURY ST, WEST COVINA CA 91791-1206",Single Family Residence,603043,1955,3,2,1215,9142,CURRENT,34.0779255858,-117.914224317
