ain,address,useType,assessed,yearBuilt,beds,baths,bldg,lot,taxStatus,latitude,longitude
8471-011-016,"1308 GREENBERRY DR, LA PUENTE CA 91744-1043",Single Family Residence,444001,1955,3,2,1159,6538,CURRENT,34.0474824153,-117.953240219
8471-011-017,"1302 GREENBERRY DR, LA PUENTE CA 91744-1043",Single Family Residence,758500,1955,4,3,2177,6544,CURRENT,34.0473556724,-117.953374539
8471-011-018,"1260 GREENBERRY DR, LA PUENTE CA 91744-1041",Single Family Residence,648148,1955,3,2,1159,6573,CURRENT,34.0472289021,-117.953509471
8471-012-001,"14943 FAIRGROVE AVE, LA PUENTE CA 91744-1020",Single Family Residence,581447,1931,2,1,1044,14940,CURRENT,34.0462224583,-117.954563779
8471-012-002,"14957 FAIRGROVE AVE, VALINDA CA 91744-1020",Single Family Residence,670814,1952,4,2,2207,15329,CURRENT,34.0460341707,-117.954306887
8471-012-003,"1217 N CALIFORNIA AVE, LA PUENTE CA 91744-1003",Single Family Residence,49437,1955,3,2,1159,9170,CURRENT,34.0462830204,-117.954125769
8471-012-004,"1225 N CALIFORNIA AVE, LA PUENTE CA 91744-1003",Single Family Residence,383729,1955,5,3,2546,8304,CURRENT,34.0464023162,-117.953970191
8471-012-005,"1231 N CALIFORNIA AVE, LA PUENTE CA 91744-1003",Single Family Residence,764918,1955,4,3,1751,7449,CURRENT,34.0465210932,-117.953814691
8471-012-006,"1237 N CALIFORNIA AVE, LA PUENTE CA 91744-1003",Single Family Residence,155478,1955,3,2,1181,6824,CURRENT,34.0466436973,-117.953661567
8471-012-007,"1243 N CALIFORNIA AVE, LA PUENTE CA 91744-1003",Single Family Residence,429271,1955,3,2,1579,6719,CURRENT,34.0467743574,-117.953521556
8471-012-008,"1249 N CALIFORNIA AVE, LA PUENTE CA 91744-1003",Single Family Residence,213180,1955,3,2,1159,6723,CURRENT,34.0469046885,-117.953383501
8471-012-009,"1254 GREENBERRY DR, LA PUENTE CA 91744-1041",Single Family Residence,51701,1955,3,2,1159,6011,CURRENT,34.0471067628,-117.953638092
8471-012-010,"1248 GREENBERRY DR, LA PUENTE CA 91744-1041",Single Family Residence,127991,1955,3,2,1459,6279,CURRENT,34.0469877978,-117.953763956
8471-012-011,"1242 GREENBERRY DR, LA PUENTE CA 91744-1041",Single Family Residence,279284,1955,3,2,1278,5873,CURRENT,34.0468707954,-117.953888997
8471-012-012,"1236 GREENBERRY DR, LA PUENTE CA 91744-1041",Single Family Residence,290250,1955,3,2,1159,6245,CURRENT,34.0467705746,-117.954030216
8471-012-013,"1230 GREENBERRY DR, LA PUENTE CA 91744-1041",Single Family Residence,274224,1955,3,2,1159,6820,CURRENT,34.0466882712,-117.954197743
8471-012-014,"1224 GREENBERRY DR, LA PUENTE CA 91744-1041",Single Family Residence,326089,1955,3,2,1627,7877,DELINQUENT,34.0466090716,-117.954367286
8471-012-015,"1216 GREENBERRY DR, LA PUENTE CA 91744-1041",Single Family Residence,100386,1955,3,2,1597,7968,CURRENT,34.0465342535,-117.954538208
8471-012-016,"1208 GREENBERRY DR, VALINDA CA 91744-1041",Single Family Residence,765000,1955,3,2,1159,6081,CURRENT,34.0464514913,-117.954748223
8471-012-017,"14935 FAIRGROVE AVE, LA PUENTE CA 91744-1020",Single Family Residence,437622,1955,3,2,1278,5873,CURRENT,34.0463163908,-117.95488992
