ain,address,useType,assessed,yearBuilt,beds,baths,bldg,lot,taxStatus,latitude,longitude
8464-032-001,"13701 AMAR RD, LA PUENTE CA 91746-1602",Commercial,1110765,1956,0,0,3720,22032,CURRENT,34.0545554502,-117.97744967
8464-002-001,"1505 ARDILLA AVE, LA PUENTE CA 91746-1130",Single Family Residence,630262,1956,4,2,1269,7911,CURRENT,34.0612591712,-117.96706073
8464-002-002,"1511 ARDILLA AVE, VALINDA CA 91746-1130",Single Family Residence,395209,1956,3,2,1874,7754,CURRENT,34.061403103,-117.966905685
8464-002-003,"1519 ARDILLA AVE, VALINDA CA 91746-1130",Single Family Residence,335728,1956,3,2,1115,7772,CURRENT,34.061547128,-117.966752718
8464-002-004,"1525 ARDILLA AVE, LA PUENTE CA 91746-1130",Single Family Residence,163522,1956,3,2,1254,7465,CURRENT,34.0616877217,-117.966601096
8464-002-005,"1533 ARDILLA AVE, LA PUENTE CA 91746-1130",Single Family Residence,533862,1956,4,2,1269,7778,CURRENT,34.0618300211,-117.966450978
8464-002-006,"1539 ARDILLA AVE, LA PUENTE CA 91746-1130",Single Family Residence,244626,1956,4,2,1884,7707,CURRENT,34.0619735075,-117.966296561
8464-002-007,"1545 ARDILLA AVE, VALINDA CA 91746-1130",Single Family Residence,706830,1956,4,2,2008,7993,CURRENT,34.0621238845,-117.966144019
8464-002-008,"1553 ARDILLA AVE, LA PUENTE CA 91746-1130",Single Family Residence,260852,1956,4,2,1475,9053,CURRENT,34.0622862971,-117.965955328
8464-002-009,"1510 N SIESTA AVE, LA PUENTE CA 91746-1151",Single Family Residence,189091,1963,3,2,1375,8063,CURRENT,34.0616298659,-117.967140969
8464-002-010,"1500 N SIESTA AVE, LA PUENTE CA 91746-1151",Single Family Residence,235369,1963,3,2,1675,8559,CURRENT,34.061467109,-117.967314557
