ain,address,useType,assessed,yearBuilt,beds,baths,bldg,lot,taxStatus,latitude,longitude
8457-005-001,"441 N MORADA AVE, WEST COVINA CA 91790-1728",Single Family Residence,445046,1954,4,2,2142,9675,CURRENT,34.0789250222,-117.928910421
8457-005-002,"435 N MORADA AVE, WEST COVINA CA 91790-1728",Single Family Residence,227291,1953,3,2,1121,8193,CURRENT,34.0787419455,-117.928930351
8457-005-003,"429 N MORADA AVE, WEST COVINA CA 91790-1728",Single Family Residence,501155,1954,3,2,1714,8174,CURRENT,34.0785739964,-117.928945666
8457-005-004,"425 N MORADA AVE, WEST COVINA CA 91790-1728",Single Family Residence,327443,1954,4,2,1636,8165,CURRENT,34.0784061469,-117.928960913
8457-005-005,"421 N MORADA AVE, WEST COVINA CA 91790-1728",Single Family Residence,811920,1954,3,2,1232,8154,CURRENT,34.078238306,-117.928976114
8457-005-006,"415 N MORADA AVE, WEST COVINA CA 91790-1728",Single Family Residence,175286,1954,4,3,2071,8153,CURRENT,34.0780703741,-117.928991325
8457-005-007,"411 N MORADA AVE, WEST COVINA CA 91790-1728",Single Family Residence,989400,1954,3,3,1544,8372,CURRENT,34.0779000758,-117.929007049
8457-005-008,"405 N MORADA AVE, WEST COVINA CA 91790-1728",Single Family Residence,450125,1954,3,2,1232,8309,CURRENT,34.0777278997,-117.929021549
8457-005-009,"401 N MORADA AVE, WEST COVINA CA 91790-1728",Single Family Residence,260604,1954,3,2,1538,7983,CURRENT,34.0775597369,-117.929038373
8457-005-010,"353 N MORADA AVE, WEST COVINA CA 91790-1757",Single Family Residence,365561,1954,3,2,1577,8681,CURRENT,34.0773876624,-117.929059236
8457-005-011,"354 N HARTLEY ST, WEST COVINA CA 91790-1611",Single Family Residence,591892,1953,3,2,1328,9221,CURRENT,34.0773923205,-117.929500089
8457-005-012,"402 N HARTLEY ST, WEST COVINA CA 91790-1613",Single Family Residence,327033,1953,4,2,1833,8370,CURRENT,34.0775719253,-117.929478204
8457-005-013,"406 N HARTLEY ST, WEST COVINA CA 91790-1613",Single Family Residence,410943,1953,3,2,1664,8381,CURRENT,34.0777432113,-117.929462764
8457-005-014,"412 N HARTLEY ST, WEST COVINA CA 91790-1613",Single Family Residence,716825,1954,4,3,2096,8344,CURRENT,34.0779142827,-117.929447411
8457-005-015,"416 N HARTLEY ST, WEST COVINA CA 91790-1613",Single Family Residence,98959,1954,4,2,1857,8365,CURRENT,34.0780852766,-117.929431775
8457-005-016,"422 N HARTLEY ST, WEST COVINA CA 91790-1613",Single Family Residence,500440,1954,3,3,2053,8339,CURRENT,34.0782563685,-117.929416437
8457-005-017,"426 N HARTLEY ST, WEST COVINA CA 91790-1613",Single Family Residence,1036969,1954,3,2,1575,8330,CURRENT,34.0784272269,-117.929401024
8457-005-018,"430 N HARTLEY ST, WEST COVINA CA 91790-1613",Single Family Residence,318269,1954,3,2,1284,8322,CURRENT,34.0785980131,-117.929385665
8457-005-019,"436 N HARTLEY ST, WEST COVINA CA 91790-1613",Single Family Residence,269092,1954,3,2,1488,8319,DELINQUENT,34.078768789,-117.929370131
8457-005-020,"1130 W ROWLAND AVE, WEST COVINA CA 91790-1662",Single Family Residence,307308,1962,4,2,1902,8398,CURRENT,34.0789402993,-117.929347758
8457-005-021,"1129 W GREENDALE ST, WEST COVINA CA 91790-1708",Single Family Residence,1013543,1953,4,3,2321,13171,CURRENT,34.0771664014,-117.929520539
8457-005-022,"1121 W GREENDALE ST, WEST COVINA CA 91790-1708",Single Family Residence,1321308,1953,3,2,1675,12432,DELINQUENT,34.0771682587,-117.929073067
