ain,address,useType,assessed,yearBuilt,beds,baths,bldg,lot,taxStatus,latitude,longitude
8487-023-020,"828 S HOLLY PL, WEST COVINA CA 91790-4235",Single Family Residence,199178,1958,4,3,2242,8900,CURRENT,34.0603176259,-117.929504022
8487-023-021,"832 S HOLLY PL, WEST COVINA CA 91790-4235",Single Family Residence,649897,1958,4,2,1848,8796,CURRENT,34.0601058588,-117.929501788
8487-023-022,"815 E HERRING AVE, WEST COVINA CA 91790-4230",Single Family Residence,635626,1958,3,2,1458,9513,CURRENT,34.0601139054,-117.929167897
8487-023-023,"823 E HERRING AVE, WEST COVINA CA 91790-4230",Single Family Residence,786102,1958,4,2,1680,9012,CURRENT,34.0601089921,-117.928879003
8487-023-024,"825 S INDIAN SUMMER AVE, WEST COVINA CA 91790-4240",Single Family Residence,937020,1958,4,3,2185,10263,CURRENT,34.0603536544,-117.929088522
8487-023-025,"819 S INDIAN SUMMER AVE, WEST COVINA CA 91790-4240",Single Family Residence,309715,1958,3,3,2514,11088,CURRENT,34.0606030572,-117.929141074
8487-023-026,"815 S INDIAN SUMMER AVE, WEST COVINA CA 91790-4240",Single Family Residence,960331,1958,5,3,2477,9973,CURRENT,34.0607287787,-117.928939331
8487-023-027,"814 S INDIAN SUMMER AVE, WEST COVINA CA 91790-4239",Single Family Residence,306827,1958,4,2,1383,10763,CURRENT,34.0607251427,-117.928545948
8487-023-028,"818 S INDIAN SUMMER AVE, WEST COVINA CA 91790-4239",Single Family Residence,82954,1958,3,2,1458,10621,CURRENT,34.0605900028,-117.928360397
8487-023-029,"824 S INDIAN SUMMER AVE, WEST COVINA CA 91790-4239",Single Family Residence,74448,1958,4,2,1428,9131,CURRENT,34.0603583999,-117.928378854
8487-023-030,"833 E HERRING AVE, WEST COVINA CA 91790-4231",Single Family Residence,306216,1958,4,2,1815,8212,CURRENT,34.0601114577,-117.928424472
8487-023-031,"839 E HERRING AVE, WEST COVINA CA 91790-4231",Single Family Residence,294486,1958,3,2,1878,8637,CURRENT,34.0601060719,-117.928161327
8487-023-032,"845 E HERRING AVE, WEST COVINA CA 91790-4231",Single Family Residence,323780,1958,4,2,1833,8575,CURRENT,34.0601043038,-117.927894696
8487-023-033,"825 S SUSANNA AVE, WEST COVINA CA 91790-4248",Single Family Residence,138589,1958,3,2,2118,9249,CURRENT,34.0603482611,-117.927973068
8487-023-034,"819 S SUSANNA AVE, WEST COVINA CA 91790-4248",Single Family Residence,684738,1958,4,2,2055,9173,CURRENT,34.0605418807,-117.927970311
8487-023-035,"815 S SUSANNA AVE, WEST COVINA CA 91790-4248",Single Family Residence,577686,1958,4,2,1428,9101,CURRENT,34.0607338467,-117.92796794
8487-024-020,"1021 E HERRING AVE, WEST COVINA CA 91790-4321",Single Family Residence,522638,1956,3,3,1426,9226,CURRENT,34.0601328143,-117.924455338
8487-024-021,"1015 E HERRING AVE, WEST COVINA CA 91790-4321",Single Family Residence,401855,1956,4,3,2050,9227,CURRENT,34.0601351654,-117.924697215
8487-024-022,"1009 E HERRING AVE, WEST COVINA CA 91790-4321",Single Family Residence,274079,1956,3,3,1426,9232,CURRENT,34.060137564,-117.924939036
