ain,address,useType,assessed,yearBuilt,beds,baths,bldg,lot,taxStatus,latitude,longitude
8493-029-001,"1502 HOLLENCREST DR, WEST COVINA CA 91791-3715",Single Family Residence,1439526,1965,3,4,3399,20144,CURRENT,34.0478282405,-117.895662633
8493-029-004,"1512 HOLLENCREST DR, WEST COVINA CA 91791-3715",Single Family Residence,294512,1969,3,3,2148,19634,CURRENT,34.0472499672,-117.895424877
8493-029-005,"1518 HOLLENCREST DR, WEST COVINA CA 91791-3715",Single Family Residence,1353037,1969,3,3,2562,19011,CURRENT,34.0469529098,-117.895306081
8493-029-006,"1524 HOLLENCREST DR, WEST COVINA CA 91791-3715",Single Family Residence,416573,1968,3,2,2128,19844,CURRENT,34.0466237286,-117.895203782
8493-029-007,"1523 HOLLENCREST DR, WEST COVINA CA 91791-3716",Single Family Residence,1201198,1972,2,3,2779,19495,CURRENT,34.0466830023,-117.895987155
8493-029-008,"1515 HOLLENCREST DR, WEST COVINA CA 91791-3716",Single Family Residence,1214485,1976,3,4,4034,20163,CURRENT,34.0469855188,-117.896124001
8493-029-015,"1510 S ALPINE DR, WEST COVINA CA 91791-3905",Single Family Residence,321289,1974,4,4,4340,20111,CURRENT,34.0472019298,-117.896784546
8493-029-016,"1516 S ALPINE DR, WEST COVINA CA 91791-3905",Single Family Residence,820644,1968,4,3,4225,20423,CURRENT,34.0468765197,-117.896652372
8493-029-017,"1524 S ALPINE DR, WEST COVINA CA 91791-3905",Single Family Residence,599624,1966,3,4,2706,19339,CURRENT,34.0465519183,-117.896525996
8493-029-018,"1532 S ALPINE DR, WEST COVINA CA 91791-3905",Single Family Residence,1120638,1969,4,3,3488,19681,CURRENT,34.0462121772,-117.8965472
8493-029-019,"1531 S ALPINE DR, WEST COVINA CA 91791-3906",Single Family Residence,2414621,2013,6,5,5825,19383,CURRENT,34.0463148938,-117.897271275
8493-029-020,"1523 S ALPINE DR, WEST COVINA CA 91791-3906",Single Family Residence,1581000,1967,4,3,3038,20195,CURRENT,34.0466118272,-117.897359561
8493-029-021,"1515 S ALPINE DR, WEST COVINA CA 91791-3906",Single Family Residence,200493,1969,4,3,3235,19317,CURRENT,34.0469055145,-117.897473923
8493-029-022,"1509 S ALPINE DR, WEST COVINA CA 91791-3906",Single Family Residence,1104077,1969,3,3,2220,19463,CURRENT,34.0472024818,-117.897574086
8493-029-027,"1506 HOLLENCREST DR, WEST COVINA CA 91791-3715",Single Family Residence,1049203,1969,4,3,2437,19750,CURRENT,34.0475425056,-117.895543122
8493-029-028,"1509 HOLLENCREST DR, WEST COVINA CA 91791-3716",Single Family Residence,1923025,1967,5,4,5256,20612,CURRENT,34.047306064,-117.896260115
8493-029-029,"1501 HOLLENCREST DR, WEST COVINA CA 91791-3716",Single Family Residence,1069852,1967,5,3,2387,21001,CURRENT,34.0476339416,-117.896413425
8493-029-030,"1502 S ALPINE DR, WEST COVINA CA 91791-3905",Single Family Residence,1277740,1973,4,3,2834,19847,CURRENT,34.047531393,-117.896908977
8493-029-031,"1501 ALPINE DR, WEST COVINA CALIF 91790-0000",Single Family Residence,0,,,,,,CURRENT,,
8493-029-032,"1511 S WESTRIDGE RD, WEST COVINA CA 91791-4314",Single Family Residence,1326236,1999,5,4,4308,21469,CURRENT,34.0480168568,-117.899009413
